source,local_index,parent id,domain,Daya Ilokusi,Jenis Ujaran
ibrohim budi,1359,5867,neutral,expressive,defamation
ibrohim budi,1360,522,religion,assertive,neutral
ibrohim budi,1361,4054,neutral,expressive,defamation
ibrohim budi,1362,3369,porn,expressive,immoral
ibrohim budi,1363,4605,neutral,assertive,neutral
ibrohim budi,1364,5821,neutral,expressive,defamation
ibrohim budi,1365,4059,neutral,expressive,defamation
ibrohim budi,1366,4700,neutral,assertive,neutral
ibrohim budi,1367,1944,neutral,assertive,neutral
ibrohim budi,1368,4617,neutral,expressive,defamation
ibrohim budi,1369,3371,porn,directive,immoral
ibrohim budi,1370,3092,neutral,assertive,neutral
ibrohim budi,1371,450,religion,expressive,hate speech
ibrohim budi,1372,545,religion,assertive,neutral
ibrohim budi,1373,4758,neutral,assertive,neutral
ibrohim budi,1374,3080,neutral,assertive,neutral
ibrohim budi,1375,4103,neutral,assertive,neutral
ibrohim budi,1376,5656,neutral,assertive,neutral
ibrohim budi,1377,5198,neutral,expressive,defamation
ibrohim budi,1378,3363,neutral,expressive,defamation
ibrohim budi,1379,402,religion,expressive,hate speech
ibrohim budi,1380,1090,ethnicity,expressive,hate speech
ibrohim budi,1381,2345,neutral,assertive,neutral
ibrohim budi,1382,14346,religion,directive,neutral
ibrohim budi,1383,62,religion,expressive,hate speech
ibrohim budi,1384,5205,neutral,assertive,neutral
ibrohim budi,1385,5249,neutral,expressive,defamation
ibrohim budi,1386,2056,neutral,assertive,neutral
ibrohim budi,1387,172,religion,assertive,neutral
ibrohim budi,1388,189,religion,assertive,neutral
ibrohim budi,1389,2265,neutral,expressive,defamation
ibrohim budi,1390,4810,neutral,expressive,defamation
ibrohim budi,1391,2416,neutral,expressive,defamation
ibrohim budi,1392,3398,neutral,expressive,defamation
ibrohim budi,1393,2014,neutral,assertive,neutral
ibrohim budi,1394,5923,neutral,assertive,neutral
ibrohim budi,1395,3641,neutral,assertive,neutral
ibrohim budi,1396,1217,ethnicity,expressive,hate speech
ibrohim budi,1397,2586,neutral,directive,neutral
ibrohim budi,1398,14347,religion,assertive,neutral
ibrohim budi,1399,1280,ethnicity,expressive,hate speech
ibrohim budi,1400,5451,neutral,expressive,defamation
ibrohim budi,1401,1868,neutral,directive,neutral
ibrohim budi,1402,1853,neutral,assertive,neutral
ibrohim budi,1403,146,religion,assertive,neutral
ibrohim budi,1404,3389,porn,assertive,immoral
ibrohim budi,1405,504,religion,expressive,hate speech
ibrohim budi,1406,2024,neutral,assertive,neutral
ibrohim budi,1407,241,religion,assertive,neutral
ibrohim budi,1408,2030,neutral,assertive,neutral
ibrohim budi,1409,3900,neutral,assertive,neutral
ibrohim budi,1410,428,religion,assertive,neutral
ibrohim budi,1411,2034,neutral,directive,neutral
ibrohim budi,1412,4817,neutral,expressive,defamation
ibrohim budi,1413,5525,neutral,expressive,defamation
ibrohim budi,1414,14348,neutral,directive,neutral
ibrohim budi,1415,5676,neutral,expressive,defamation
ibrohim budi,1416,3745,neutral,directive,neutral
ibrohim budi,1417,5052,neutral,expressive,defamation
ibrohim budi,1418,3048,neutral,expressive,neutral
ibrohim budi,1419,367,religion,assertive,neutral
ibrohim budi,1420,4215,neutral,assertive,neutral
ibrohim budi,1421,978,ethnicity,expressive,hate speech
ibrohim budi,1422,2596,neutral,assertive,neutral
ibrohim budi,1423,3999,neutral,expressive,defamation
ibrohim budi,1424,974,ethnicity,assertive,neutral
ibrohim budi,1425,3041,neutral,assertive,neutral
ibrohim budi,1426,4306,neutral,expressive,defamation
ibrohim budi,1427,4269,neutral,expressive,defamation
ibrohim budi,1428,914,ethnicity,expressive,hate speech
ibrohim budi,1429,2855,neutral,expressive,defamation
ibrohim budi,1430,451,religion,assertive,neutral
ibrohim budi,1431,3038,neutral,expressive,neutral
ibrohim budi,1432,5497,neutral,expressive,neutral
ibrohim budi,1433,1134,religion,expressive,hate speech
ibrohim budi,1434,3020,neutral,expressive,defamation
ibrohim budi,1435,3049,neutral,assertive,neutral
ibrohim budi,1436,5506,neutral,assertive,neutral
ibrohim budi,1437,4988,neutral,assertive,neutral
ibrohim budi,1438,280,religion,assertive,neutral
ibrohim budi,1439,5842,neutral,assertive,neutral
ibrohim budi,1440,5463,religion,expressive,hate speech
ibrohim budi,1441,5898,neutral,assertive,neutral
ibrohim budi,1442,639,religion,assertive,neutral
ibrohim budi,1443,311,religion,assertive,neutral
ibrohim budi,1444,908,ethnicity,assertive,neutral
ibrohim budi,1445,4266,neutral,assertive,neutral
ibrohim budi,1446,5486,neutral,assertive,neutral
ibrohim budi,1447,4294,neutral,expressive,defamation
ibrohim budi,1448,4860,neutral,assertive,neutral
ibrohim budi,1449,2173,neutral,assertive,neutral
ibrohim budi,1450,561,religion,expressive,hate speech
ibrohim budi,1451,2872,neutral,assertive,neutral
ibrohim budi,1452,4557,neutral,expressive,defamation
ibrohim budi,1453,3733,neutral,assertive,neutral
ibrohim budi,1454,2048,neutral,assertive,neutral
ibrohim budi,1455,1062,religion,expressive,hate speech
ibrohim budi,1456,5157,religion,expressive,hate speech
ibrohim budi,1457,5362,neutral,assertive,neutral
ibrohim budi,1458,5324,neutral,assertive,neutral
ibrohim budi,1459,1166,religion,expressive,hate speech
ibrohim budi,1460,14349,neutral,directive,neutral
ibrohim budi,1461,1769,neutral,assertive,neutral
ibrohim budi,1462,1277,religion,expressive,hate speech
ibrohim budi,1463,3908,neutral,expressive,defamation
ibrohim budi,1464,2597,neutral,assertive,neutral
ibrohim budi,1465,592,religion,assertive,neutral
ibrohim budi,1466,2771,neutral,assertive,neutral
ibrohim budi,1467,4661,neutral,assertive,neutral
ibrohim budi,1468,3586,neutral,assertive,neutral
ibrohim budi,1469,5597,neutral,expressive,defamation
ibrohim budi,1470,1848,neutral,expressive,defamation
ibrohim budi,1471,1690,neutral,assertive,neutral
ibrohim budi,1472,1310,religion,expressive,hate speech
ibrohim budi,1473,3661,neutral,expressive,defamation
ibrohim budi,1474,5410,neutral,assertive,neutral
ibrohim budi,1475,4630,neutral,expressive,defamation
ibrohim budi,1476,2783,neutral,assertive,neutral
ibrohim budi,1477,2531,neutral,assertive,neutral
ibrohim budi,1478,3180,neutral,assertive,neutral
ibrohim budi,1479,2518,neutral,assertive,neutral
ibrohim budi,1480,3981,neutral,assertive,neutral
ibrohim budi,1481,5754,neutral,expressive,defamation
ibrohim budi,1482,5758,neutral,assertive,neutral
ibrohim budi,1483,4677,neutral,assertive,neutral
ibrohim budi,1484,5231,neutral,expressive,defamation
ibrohim budi,1485,2820,neutral,expressive,defamation
ibrohim budi,1486,3089,neutral,assertive,neutral
ibrohim budi,1487,3405,neutral,expressive,defamation
ibrohim budi,1488,5086,neutral,expressive,defamation
ibrohim budi,1489,6262,neutral,directive,neutral
ibrohim budi,1490,3929,neutral,assertive,neutral
ibrohim budi,1491,4134,neutral,directive,neutral
ibrohim budi,1492,4954,neutral,assertive,neutral
ibrohim budi,1493,3119,neutral,assertive,neutral
ibrohim budi,1494,1582,neutral,assertive,neutral
ibrohim budi,1495,4194,neutral,expressive,defamation
ibrohim budi,1496,1305,religion,expressive,hate speech
ibrohim budi,1497,1638,neutral,assertive,neutral
ibrohim budi,1498,2358,religion,expressive,hate speech
ibrohim budi,1499,3278,neutral,assertive,neutral
ibrohim budi,1500,891,ethnicity,assertive,neutral
ibrohim budi,1501,6283,religion,expressive,hate speech
ibrohim budi,1502,4941,neutral,assertive,neutral
ibrohim budi,1503,5873,neutral,expressive,defamation
ibrohim budi,1504,3239,neutral,expressive,defamation
ibrohim budi,1505,4724,neutral,expressive,defamation
ibrohim budi,1506,5440,neutral,assertive,neutral
ibrohim budi,1507,5382,neutral,assertive,neutral
ibrohim budi,1508,5655,neutral,assertive,neutral
ibrohim budi,1509,3179,neutral,assertive,neutral
ibrohim budi,1510,4139,neutral,assertive,neutral
ibrohim budi,1511,3989,neutral,expressive,neutral
ibrohim budi,1512,5441,neutral,expressive,defamation
ibrohim budi,1513,5668,neutral,assertive,neutral
ibrohim budi,1514,1821,neutral,expressive,defamation
ibrohim budi,1515,4570,neutral,assertive,neutral
ibrohim budi,1516,4692,neutral,assertive,neutral
ibrohim budi,1517,3562,neutral,assertive,neutral
ibrohim budi,1518,4647,neutral,assertive,neutral
ibrohim budi,1519,1257,ethnicity,expressive,hate speech
ibrohim budi,1520,4299,neutral,assertive,neutral
ibrohim budi,1521,4993,neutral,expressive,defamation
ibrohim budi,1522,4615,neutral,expressive,defamation
ibrohim budi,1523,5213,neutral,assertive,neutral
ibrohim budi,1524,78,religion,expressive,hate speech
ibrohim budi,1525,5685,neutral,expressive,defamation
ibrohim budi,1526,3850,neutral,assertive,neutral
ibrohim budi,1527,273,religion,expressive,hate speech
ibrohim budi,1528,5748,neutral,assertive,neutral
ibrohim budi,1529,4342,neutral,expressive,defamation
ibrohim budi,1530,5902,neutral,expressive,defamation
ibrohim budi,1531,5058,neutral,assertive,neutral
ibrohim budi,1532,1590,neutral,assertive,neutral
ibrohim budi,1533,5713,neutral,assertive,neutral
ibrohim budi,1534,4324,neutral,assertive,neutral
ibrohim budi,1535,5173,neutral,assertive,neutral
ibrohim budi,1536,1875,neutral,expressive,neutral
ibrohim budi,1537,1516,neutral,assertive,neutral
ibrohim budi,1538,1869,neutral,assertive,neutral
ibrohim budi,1539,1229,religion,expressive,hate speech
ibrohim budi,1540,2592,neutral,assertive,neutral
ibrohim budi,1541,14350,neutral,expressive,neutral
ibrohim budi,1542,5124,neutral,expressive,defamation
ibrohim budi,1543,5869,neutral,assertive,neutral
ibrohim budi,1544,264,religion,assertive,neutral
ibrohim budi,1545,1299,religion,expressive,hate speech
ibrohim budi,1546,5308,neutral,expressive,defamation
ibrohim budi,1547,4898,neutral,assertive,neutral
ibrohim budi,1548,4367,neutral,assertive,neutral
ibrohim budi,1549,3568,neutral,assertive,neutral
ibrohim budi,1550,4166,neutral,assertive,neutral
ibrohim budi,1551,2098,neutral,assertive,neutral
ibrohim budi,1552,14351,neutral,directive,neutral
ibrohim budi,1553,4512,neutral,assertive,neutral
ibrohim budi,1554,5523,neutral,assertive,neutral
ibrohim budi,1555,3472,neutral,assertive,neutral
ibrohim budi,1556,2210,neutral,assertive,neutral
ibrohim budi,1557,5832,neutral,expressive,defamation
ibrohim budi,1558,14352,neutral,expressive,neutral
ibrohim budi,1559,2441,neutral,assertive,neutral
ibrohim budi,1560,3101,neutral,expressive,neutral
ibrohim budi,1561,1632,neutral,assertive,neutral
ibrohim budi,1562,5584,neutral,assertive,neutral
ibrohim budi,1563,56,religion,assertive,neutral
ibrohim budi,1564,285,religion,assertive,neutral
ibrohim budi,1565,5018,neutral,expressive,defamation
ibrohim budi,1566,12617,neutral,assertive,neutral
ibrohim budi,1567,3551,neutral,directive,neutral
ibrohim budi,1568,5795,neutral,assertive,neutral
ibrohim budi,1569,2619,neutral,assertive,neutral
ibrohim budi,1570,5794,porn,assertive,immoral
ibrohim budi,1571,5042,neutral,assertive,neutral
ibrohim budi,1572,1355,religion,expressive,hate speech
ibrohim budi,1573,1271,religion,expressive,hate speech
ibrohim budi,1574,2272,neutral,directive,neutral
ibrohim budi,1575,1405,neutral,assertive,neutral
ibrohim budi,1576,5699,neutral,assertive,neutral
ibrohim budi,1577,2900,neutral,assertive,neutral
ibrohim budi,1578,4017,neutral,assertive,neutral
ibrohim budi,1579,2355,neutral,assertive,neutral
ibrohim budi,1580,3267,neutral,assertive,neutral
ibrohim budi,1581,3779,neutral,assertive,neutral
ibrohim budi,1582,3961,neutral,assertive,neutral
ibrohim budi,1583,5799,neutral,assertive,neutral
ibrohim budi,1584,9221,neutral,assertive,neutral
ibrohim budi,1585,5517,neutral,assertive,neutral
ibrohim budi,1586,2209,neutral,expressive,defamation
ibrohim budi,1587,3970,porn,commissive,immoral
ibrohim budi,1588,3096,neutral,assertive,neutral
ibrohim budi,1589,1476,neutral,expressive,defamation
ibrohim budi,1590,5663,neutral,assertive,neutral
ibrohim budi,1591,118,religion,assertive,neutral
ibrohim budi,1592,101,religion,expressive,hate speech
ibrohim budi,1593,5290,neutral,assertive,neutral
ibrohim budi,1594,3572,neutral,assertive,neutral
ibrohim budi,1595,5209,neutral,expressive,defamation
ibrohim budi,1596,1237,religion,expressive,hate speech
ibrohim budi,1597,905,ethnicity,expressive,hate speech
ibrohim budi,1598,2016,neutral,assertive,neutral
ibrohim budi,1599,1354,ethnicity,expressive,hate speech
ibrohim budi,1600,5239,neutral,expressive,defamation
ibrohim budi,1601,2720,neutral,assertive,neutral
ibrohim budi,1602,1092,religion,expressive,hate speech
ibrohim budi,1603,5840,neutral,expressive,defamation
ibrohim budi,1604,2626,neutral,assertive,neutral
ibrohim budi,1605,1741,neutral,assertive,neutral
ibrohim budi,1606,2751,neutral,assertive,neutral
ibrohim budi,1607,4293,neutral,assertive,neutral
ibrohim budi,1608,5791,neutral,expressive,defamation
ibrohim budi,1609,180,religion,expressive,hate speech
ibrohim budi,1610,1745,neutral,directive,neutral
ibrohim budi,1611,4930,porn,assertive,immoral
ibrohim budi,1612,5765,neutral,expressive,defamation
ibrohim budi,1613,1737,neutral,assertive,neutral
ibrohim budi,1614,11024,porn,assertive,immoral
ibrohim budi,1615,1717,neutral,assertive,neutral
ibrohim budi,1616,5004,neutral,assertive,neutral
ibrohim budi,1617,3810,neutral,assertive,neutral
ibrohim budi,1618,2201,neutral,expressive,defamation
ibrohim budi,1619,4416,neutral,expressive,defamation
ibrohim budi,1620,5896,neutral,assertive,neutral
ibrohim budi,1621,5196,neutral,assertive,neutral
ibrohim budi,1622,1999,neutral,assertive,neutral
ibrohim budi,1623,2686,neutral,assertive,neutral
ibrohim budi,1624,2395,neutral,assertive,neutral
ibrohim budi,1625,2576,neutral,assertive,neutral
ibrohim budi,1626,3959,neutral,assertive,neutral
ibrohim budi,1627,3249,neutral,assertive,neutral
ibrohim budi,1628,3428,porn,assertive,immoral
ibrohim budi,1629,2727,neutral,assertive,neutral
ibrohim budi,1630,3425,neutral,assertive,neutral
ibrohim budi,1631,3066,neutral,assertive,neutral
ibrohim budi,1632,2432,neutral,expressive,neutral
ibrohim budi,1633,2871,neutral,expressive,defamation
ibrohim budi,1634,5261,neutral,assertive,neutral
ibrohim budi,1635,2412,neutral,assertive,neutral
ibrohim budi,1636,1196,religion,expressive,hate speech
ibrohim budi,1637,794,ethnicity,directive,hate speech
ibrohim budi,1638,4509,neutral,assertive,neutral
ibrohim budi,1639,53,religion,assertive,neutral
ibrohim budi,1640,90,religion,expressive,hate speech
ibrohim budi,1641,688,religion,expressive,hate speech
ibrohim budi,1642,11024,porn,assertive,immoral
ibrohim budi,1643,5884,neutral,expressive,defamation
ibrohim budi,1644,2507,neutral,assertive,neutral
ibrohim budi,1645,2113,neutral,assertive,neutral
ibrohim budi,1646,5536,neutral,assertive,neutral
ibrohim budi,1647,6223,gender,expressive,hate speech
ibrohim budi,1648,5134,neutral,expressive,defamation
ibrohim budi,1649,1266,religion,expressive,hate speech
ibrohim budi,1650,4024,neutral,assertive,neutral
ibrohim budi,1651,3453,neutral,assertive,neutral
ibrohim budi,1652,5107,neutral,expressive,defamation
ibrohim budi,1653,297,religion,expressive,hate speech
ibrohim budi,1654,4076,neutral,assertive,neutral
ibrohim budi,1655,3731,neutral,assertive,neutral
ibrohim budi,1656,4628,neutral,expressive,defamation
ibrohim budi,1657,3656,neutral,directive,neutral
ibrohim budi,1658,613,religion,expressive,hate speech
ibrohim budi,1659,4636,neutral,assertive,neutral
ibrohim budi,1660,4465,neutral,directive,neutral
ibrohim budi,1661,4004,neutral,assertive,neutral
ibrohim budi,1662,14353,religion,assertive,neutral
ibrohim budi,1663,2622,neutral,assertive,neutral
ibrohim budi,1664,5120,neutral,assertive,neutral
ibrohim budi,1665,5024,neutral,expressive,defamation
ibrohim budi,1666,1445,neutral,assertive,neutral
ibrohim budi,1667,5741,neutral,assertive,neutral
ibrohim budi,1668,5901,neutral,assertive,neutral
ibrohim budi,1669,882,ethnicity,assertive,neutral
ibrohim budi,1670,965,ethnicity,directive,hate speech
ibrohim budi,1671,1294,religion,expressive,hate speech
ibrohim budi,1672,4214,neutral,assertive,neutral
ibrohim budi,1673,5293,neutral,expressive,defamation
ibrohim budi,1674,3653,neutral,assertive,neutral
ibrohim budi,1675,658,religion,expressive,hate speech
ibrohim budi,1676,5318,neutral,expressive,defamation
ibrohim budi,1677,4742,neutral,assertive,neutral
ibrohim budi,1678,2409,neutral,assertive,neutral
ibrohim budi,1679,3936,neutral,expressive,defamation
ibrohim budi,1680,3255,neutral,assertive,neutral
ibrohim budi,1681,3803,neutral,assertive,neutral
ibrohim budi,1682,1646,neutral,expressive,defamation
ibrohim budi,1683,5437,neutral,assertive,neutral
ibrohim budi,1684,647,religion,assertive,neutral
ibrohim budi,1685,5299,neutral,expressive,defamation
ibrohim budi,1686,5555,neutral,assertive,neutral
ibrohim budi,1687,1414,neutral,assertive,neutral
ibrohim budi,1688,5012,neutral,expressive,defamation
ibrohim budi,1689,14354,neutral,assertive,neutral
ibrohim budi,1690,4838,neutral,expressive,defamation
ibrohim budi,1691,5657,neutral,expressive,defamation
ibrohim budi,1692,1820,neutral,expressive,defamation
ibrohim budi,1693,5897,neutral,assertive,neutral
ibrohim budi,1694,467,religion,assertive,neutral
ibrohim budi,1695,2997,porn,assertive,immoral
ibrohim budi,1696,5618,neutral,assertive,neutral
ibrohim budi,1697,399,religion,assertive,neutral
ibrohim budi,1698,4964,neutral,assertive,neutral
ibrohim budi,1699,2292,neutral,directive,neutral
ibrohim budi,1700,4183,neutral,expressive,defamation
ibrohim budi,1701,661,religion,assertive,neutral
ibrohim budi,1702,5614,neutral,expressive,defamation
ibrohim budi,1703,4902,neutral,assertive,neutral
ibrohim budi,1704,2669,neutral,assertive,neutral
ibrohim budi,1705,3263,neutral,assertive,neutral
ibrohim budi,1706,1974,neutral,directive,neutral
ibrohim budi,1707,1780,neutral,assertive,neutral
ibrohim budi,1708,4348,neutral,assertive,neutral
ibrohim budi,1709,197,religion,assertive,neutral
ibrohim budi,1710,3413,porn,assertive,immoral
ibrohim budi,1711,1004,religion,expressive,hate speech
ibrohim budi,1712,1214,religion,expressive,hate speech
ibrohim budi,1713,1861,neutral,assertive,neutral
ibrohim budi,1714,2650,neutral,expressive,defamation
ibrohim budi,1715,3934,neutral,expressive,defamation
ibrohim budi,1716,2109,neutral,commissive,threat
ibrohim budi,1717,5743,neutral,assertive,neutral
ibrohim budi,1718,5286,neutral,assertive,neutral
ibrohim budi,1719,4748,porn,directive,immoral
ibrohim budi,1720,4913,neutral,assertive,neutral
ibrohim budi,1721,4156,porn,assertive,immoral
ibrohim budi,1722,1683,neutral,expressive,defamation
ibrohim budi,1723,2923,neutral,assertive,neutral
ibrohim budi,1724,1949,neutral,assertive,neutral
ibrohim budi,1725,1503,neutral,assertive,neutral
ibrohim budi,1726,25,religion,assertive,neutral
ibrohim budi,1727,5258,neutral,expressive,defamation
ibrohim budi,1728,4811,neutral,assertive,neutral
ibrohim budi,1729,1316,religion,expressive,hate speech
ibrohim budi,1730,4119,neutral,assertive,neutral
ibrohim budi,1731,3237,neutral,assertive,neutral
ibrohim budi,1732,3619,neutral,assertive,neutral
ibrohim budi,1733,599,religion,assertive,neutral
ibrohim budi,1734,1706,neutral,assertive,neutral
ibrohim budi,1735,2192,neutral,assertive,neutral
ibrohim budi,1736,3266,neutral,directive,neutral
ibrohim budi,1737,1187,ethnicity,expressive,hate speech
ibrohim budi,1738,4203,neutral,assertive,neutral
ibrohim budi,1739,4472,neutral,assertive,neutral
ibrohim budi,1740,628,religion,expressive,hate speech
ibrohim budi,1741,4116,neutral,assertive,neutral
ibrohim budi,1742,157,religion,directive,hate speech
ibrohim budi,1743,576,religion,assertive,neutral
ibrohim budi,1744,5152,neutral,assertive,neutral
ibrohim budi,1745,14355,neutral,assertive,neutral
ibrohim budi,1746,5922,neutral,assertive,neutral
ibrohim budi,1747,4985,neutral,expressive,defamation
ibrohim budi,1748,4464,neutral,expressive,defamation
ibrohim budi,1749,4591,neutral,assertive,neutral
ibrohim budi,1750,1841,neutral,assertive,neutral
ibrohim budi,1751,395,religion,expressive,hate speech
ibrohim budi,1752,5827,neutral,expressive,defamation
ibrohim budi,1753,3593,neutral,assertive,neutral
ibrohim budi,1754,2375,neutral,assertive,neutral
ibrohim budi,1755,2719,neutral,assertive,neutral
ibrohim budi,1756,5757,neutral,assertive,neutral
ibrohim budi,1757,5870,neutral,assertive,neutral
ibrohim budi,1758,3069,neutral,assertive,neutral
ibrohim budi,1759,3848,neutral,assertive,neutral
ibrohim budi,1760,5798,neutral,assertive,neutral
ibrohim budi,1761,4349,neutral,assertive,neutral
ibrohim budi,1762,4270,neutral,assertive,neutral
ibrohim budi,1763,1968,neutral,assertive,neutral
ibrohim budi,1764,1193,religion,expressive,hate speech
ibrohim budi,1765,3809,religion,expressive,neutral
ibrohim budi,1766,5558,neutral,expressive,defamation
ibrohim budi,1767,1740,neutral,assertive,neutral
ibrohim budi,1768,5076,neutral,assertive,neutral
ibrohim budi,1769,8061,neutral,directive,neutral
ibrohim budi,1770,1681,neutral,assertive,neutral
ibrohim budi,1771,4781,neutral,assertive,neutral
ibrohim budi,1772,1551,neutral,assertive,neutral
ibrohim budi,1773,14356,neutral,directive,neutral
ibrohim budi,1774,2400,neutral,assertive,neutral
ibrohim budi,1775,2160,neutral,expressive,defamation
ibrohim budi,1776,4775,neutral,expressive,defamation
ibrohim budi,1777,5242,neutral,expressive,defamation
ibrohim budi,1778,5500,neutral,expressive,defamation
ibrohim budi,1779,2629,neutral,assertive,neutral
ibrohim budi,1780,4007,neutral,assertive,neutral
ibrohim budi,1781,5755,neutral,expressive,defamation
ibrohim budi,1782,4060,neutral,expressive,defamation
ibrohim budi,1783,5248,neutral,expressive,defamation
ibrohim budi,1784,2533,neutral,expressive,defamation
ibrohim budi,1785,2598,neutral,assertive,neutral
ibrohim budi,1786,14357,neutral,directive,neutral
ibrohim budi,1787,821,ethnicity,expressive,hate speech
ibrohim budi,1788,2916,neutral,expressive,defamation
ibrohim budi,1789,10891,neutral,expressive,neutral
ibrohim budi,1790,1825,neutral,assertive,neutral
ibrohim budi,1791,5882,neutral,assertive,neutral
ibrohim budi,1792,3821,ethnicity,assertive,neutral
ibrohim budi,1793,3306,neutral,directive,neutral
ibrohim budi,1794,2204,neutral,assertive,neutral
ibrohim budi,1795,4828,neutral,assertive,neutral
ibrohim budi,1796,5060,neutral,expressive,defamation
ibrohim budi,1797,6070,neutral,expressive,defamation
ibrohim budi,1798,106,religion,expressive,hate speech
ibrohim budi,1799,2198,neutral,assertive,neutral
ibrohim budi,1800,3863,neutral,assertive,neutral
ibrohim budi,1801,5819,neutral,assertive,neutral
ibrohim budi,1802,1942,neutral,assertive,neutral
ibrohim budi,1803,5865,neutral,assertive,neutral
ibrohim budi,1804,5779,neutral,assertive,neutral
ibrohim budi,1805,4634,neutral,directive,defamation
ibrohim budi,1806,4738,neutral,assertive,neutral
ibrohim budi,1807,4066,neutral,expressive,defamation
ibrohim budi,1808,4502,neutral,assertive,neutral
ibrohim budi,1809,4224,neutral,expressive,defamation
ibrohim budi,1810,4044,neutral,expressive,defamation
ibrohim budi,1811,1506,neutral,assertive,neutral
ibrohim budi,1812,4891,neutral,assertive,neutral
ibrohim budi,1813,3945,neutral,assertive,neutral
ibrohim budi,1814,1052,religion,expressive,hate speech
ibrohim budi,1815,5904,neutral,assertive,neutral
ibrohim budi,1816,5806,neutral,assertive,neutral
ibrohim budi,1817,3741,neutral,assertive,neutral
ibrohim budi,1818,4946,neutral,assertive,neutral
ibrohim budi,1819,1591,neutral,assertive,neutral
ibrohim budi,1820,4189,neutral,assertive,neutral
ibrohim budi,1821,2234,neutral,assertive,neutral
ibrohim budi,1822,1934,neutral,assertive,neutral
ibrohim budi,1823,634,religion,assertive,neutral
ibrohim budi,1824,201,religion,assertive,neutral
ibrohim budi,1825,1301,ethnicity,expressive,hate speech
ibrohim budi,1826,4558,neutral,assertive,neutral
ibrohim budi,1827,5432,neutral,expressive,defamation
ibrohim budi,1828,4045,neutral,expressive,defamation
ibrohim budi,1829,4058,neutral,assertive,neutral
ibrohim budi,1830,5313,neutral,assertive,neutral
ibrohim budi,1831,5172,neutral,expressive,defamation
ibrohim budi,1832,117,religion,directive,hate speech
ibrohim budi,1833,14358,religion,assertive,neutral
ibrohim budi,1834,4666,neutral,assertive,neutral
ibrohim budi,1835,2638,neutral,assertive,neutral
ibrohim budi,1836,4072,neutral,assertive,neutral
ibrohim budi,1837,5772,porn,assertive,immoral
ibrohim budi,1838,5824,neutral,assertive,neutral
ibrohim budi,1839,1084,religion,expressive,hate speech
ibrohim budi,1840,3130,neutral,assertive,neutral
ibrohim budi,1841,5733,neutral,assertive,neutral
ibrohim budi,1842,3429,neutral,assertive,neutral
ibrohim budi,1843,2908,porn,assertive,immoral
ibrohim budi,1844,3864,neutral,assertive,neutral
ibrohim budi,1845,5872,neutral,assertive,neutral
ibrohim budi,1846,1201,religion,expressive,hate speech
ibrohim budi,1847,2439,neutral,assertive,neutral
ibrohim budi,1848,2332,neutral,expressive,defamation
ibrohim budi,1849,5595,neutral,assertive,neutral
ibrohim budi,1850,37,religion,assertive,neutral
ibrohim budi,1851,5094,neutral,expressive,defamation
ibrohim budi,1852,1032,ethnicity,assertive,neutral
ibrohim budi,1853,3067,neutral,assertive,neutral
ibrohim budi,1854,5273,neutral,assertive,neutral
ibrohim budi,1855,4582,neutral,assertive,neutral
ibrohim budi,1856,5295,neutral,assertive,neutral
ibrohim budi,1857,3481,neutral,expressive,defamation
ibrohim budi,1858,4256,porn,assertive,immoral
ibrohim budi,1859,1921,neutral,assertive,neutral
ibrohim budi,1860,1617,neutral,assertive,neutral
ibrohim budi,1861,3960,neutral,assertive,neutral
ibrohim budi,1862,4829,neutral,directive,defamation
ibrohim budi,1863,376,religion,assertive,neutral
ibrohim budi,1864,353,religion,assertive,neutral
ibrohim budi,1865,3365,neutral,expressive,neutral
ibrohim budi,1866,97,religion,expressive,hate speech
ibrohim budi,1867,5472,neutral,assertive,neutral
ibrohim budi,1868,5494,neutral,assertive,neutral
ibrohim budi,1869,5665,neutral,assertive,neutral
ibrohim budi,1870,14359,religion,directive,neutral
ibrohim budi,1871,5557,neutral,expressive,defamation
ibrohim budi,1872,1502,neutral,assertive,neutral
ibrohim budi,1873,3348,neutral,assertive,neutral
ibrohim budi,1874,5287,neutral,assertive,neutral
ibrohim budi,1875,5537,neutral,expressive,defamation
ibrohim budi,1876,4678,porn,assertive,immoral
ibrohim budi,1877,3583,neutral,assertive,neutral
ibrohim budi,1878,263,religion,assertive,neutral
ibrohim budi,1879,5238,neutral,assertive,neutral
ibrohim budi,1880,3253,neutral,expressive,defamation
ibrohim budi,1881,4990,neutral,assertive,neutral
ibrohim budi,1882,3519,neutral,assertive,neutral
ibrohim budi,1883,987,ethnicity,directive,hate speech
ibrohim budi,1884,1140,religion,expressive,hate speech
ibrohim budi,1885,4888,neutral,assertive,neutral
ibrohim budi,1886,1,religion,assertive,neutral
ibrohim budi,1887,2861,neutral,assertive,neutral
ibrohim budi,1888,1909,neutral,directive,neutral
ibrohim budi,1889,4391,neutral,assertive,neutral
ibrohim budi,1890,4211,neutral,expressive,defamation
ibrohim budi,1891,4071,neutral,assertive,neutral
ibrohim budi,1892,1787,neutral,assertive,neutral
ibrohim budi,1893,1970,neutral,assertive,neutral
ibrohim budi,1894,2989,religion,expressive,hate speech
ibrohim budi,1895,3081,neutral,assertive,neutral
ibrohim budi,1896,1408,neutral,assertive,neutral
ibrohim budi,1897,10,religion,assertive,neutral
ibrohim budi,1898,5101,neutral,assertive,neutral
ibrohim budi,1899,3319,porn,assertive,immoral
